Review,Date Posted
" late by more than 40 minutes… late by more than 40 minutes waiting nearly and hour hour route 55 absolute joke plans made now won’t makes them thanks to the  being late , not the first time this has happened .  was suppose  to come at 17:52 now it is 18:38 and still no   no excus",2023-02-13
Absolutely awfulAbsolutely awful.  was supposed to be at the airport for 5:20 didnt show til 5:28 and then didnt depart until 5:40. Supposed to be in virgina for 6:30 not a notion will i be there on time. Awful awful service. Please only get if desperate paying extra money for “Express” Paying extra money to be late is more like. A joke.,2022-10-27
"Awful 214 experienceGot the 214 at 7.40pm, the  driver was extremely aggressive towards me. My leap card didn’t go through the machine (my first time using a leap card) and he kept screaming at me to put the card on the machine, I couldn’t understand what he was saying to me because he was driving and trying to communicate with me, I had earphones on but they were at 0% volume, he kept screaming at me to put the card into the machine, yelling.It sounded like he was going to sit up from his seat and physically hit me, He was driving at high speeds as well as doing very sharp turns.  I was a bit shaken up throughout the  drive and didn’t want to face him again. Awful experience, I never want to get a  driver like that ever again.",2022-09-24
"If it were possible to award zero stars…If it were possible to award zero stars I would have done so. Dreadful service, in fact no service to speak of. To make matters worse it is also hideously expensive for what is on offer. This is the first time in many years I’ve used   (live abroad) but it’s certainly the last.  from Galway arrived late, by 15 minutes, and missed connecting  to Tralee (that connecting  left directly on time) and missed it by 30 seconds ( from Galway about to pull into bay as  to Tralee reversed to leave). Online timetable indicated a  an hour later but station manager said it was two hours, not to pay heed to what was online, only to what was posted on paper at the  stop!!!!! 80 EUR each way for an adult and two children, a complete rip off for such woeful mismanagement. And in the end the  to Tralee we ended up taking was 20 minutes late. You couldn’t make it up!",2023-07-11
I was refused boarding onto the x30…I was refused boarding onto the x30 today at 2pm and told to get the 109x because i was only going to virginia. The 109x takes much longer and this was really inconvenient. This is possibly the worst customer service i have ever experienced,2023-04-21
" Éireann crewBus Éireann crew, take a look and rethink about your customer service and about the poor service you offer. Me, like the 85% of the people here, I am so unsatisfied with your service... Rude  drivers, buses never on time, buses that never show up... I am not going to tell you about any of my negative experiences but take a moment and think about what services are you offering when the 85% of the reviews are negative. I give you 1 star because I don't have the chance to give you -100 starts. This company is the worst  company ever. I wish someday a private company will replace you.",2022-12-24
"Finding a  route is a pretty simple…Finding a  route is a pretty simple thing to do online, however   website is confusing and inaccurate - On two occasions recently, I found myself needing to call Customer Service to confirm or not confirm certain buses.All I took from both conversations is that their Customer Service team either need to learn how to give accurate information to customers or get proper training in their line of work in order to help the public.They literally haven't got a clue.Possibly untrained, regardless, it's not acceptable in 2023.",2023-09-23
 is always late115x mullingarBus is always late. I don’t know how 115  to Enfield comes quicker and on time when it has a shorter travel time. Then 115x comes 30-45mins late 4 out 5 times in a Monday to Friday schedule. It’s always the 115x mullingar from dublin on a 5:30pm expected arrival at Heuston from Busaras but instead it comes 6pm or later.,2022-12-15
"Do not depend on the no. 32 service from Omagh  Depot to Dublin airport, especially later at nightOn 23 May I planned to catch the no. 32 service at 20.45 from Omagh  Depot to Dublin Airport to catch an early morning flight.  Was at  Depot from 20.30 but  never arrived. At 9.30 a    arrived going in the opposite direction, from Dublin going to Letterkenny. I spoke with the driver and he confirmed that he had met the , I was waiting on, near Ballygawley. I knew then that the driver had decided not to call at Omagh  Depot and I would have no  to the airport. Was very distressed and had to get a taxi to Dungannon to get a Translink service leaving there at 2.25am to the airport. Be warned, that if you are going from Omagh to Dublin airport you cannot depend on the  driver actually calling in Omagh  Depot. Very unsatisfactory service.",2023-05-23
"AwfulAwful, the  drivers are so rude and the busses are always late. I got kicked off of a  twice because I some guy was angry he couldn’t eat his moldy ass banana. And another time the leap card machine was broken and while I was trying to get my card out of my wallet the guy yelled at me for standing there because it was broken. MAYBE you should tell me then. Awful at being on time, mean  drivers and a horrible experience overall. Do better.",2022-08-29
"Poor serviceThis is a beautiful country, but I can’t get why they can’t organise the public transport for locals, foreigners, who came to work here and tourists. We have a permanent issue, that we could buy the tickets, but when we were staying in the such a long queue, the Inspector said that we weren’t able to get inside because the  was full. That means, that they’re selling 100 tickets or more, but the  has 43-47 seats only. That means, if your ticket will be valid for the another time, you’ll see 100 or more people there. In the light of the above, I’d recommend this company don’t sell the tickets if they don’t have sets or add an additional , since the tickets are sold for such a number of people. Very disappointing.",2022-08-19
" was 50 minutes late so I missed my… was 50 minutes late so I missed my connection. Toilet in letterkenny station one of the worst I've been in, absolutely stinking. Staff seemed largely disinterested in helping and the  drivers were surly.",2022-11-14
always a great service good drivers on…always a great service good drivers on the 167  from ardee to dundalk and 174  to the louth hospital great serv,2023-12-01
"Don’t trust the timetablesI don’t think I’ve ever gotten a  from this company and it has not been late, if you’re looking to get somewhere on time you’re better off walking or taking any other companies form of transport, If you put a complaint in they will make will most likely blame traffic but the Matthews is usually always on Time regardless. i guess with cheap fares comes crappy serv",2023-02-15
 to Wexford is so far 45minutes… to Wexford is so far 45minutes late. Noone came to notify any of us about it. And he says it will still be a wait. I use   rarely as this is always an issue. 10-15 mins late grand. But every time to be this late is ridiculous.,2023-10-20
I get the 226 to work by the airport in…I get the 226 to work by the airport in the business park and the but skips the business park every day I'd be waiting for an hour sometimes longer the longest was 2 hours for a  that supposedly every half hou,2023-09-05
"By far the worst  service to dateBy far the worst  service to date. Always late, always unreliable and always impossible to get in contact with.Booked a  to the airport for 3:10 and the  came at 5:00! Numerous people would have missed their flights, plus had to wait for hours outside in the cold with no sign of the  + having to give up and go home.There’s no traffic at 3am in the morning, so unsure as to why the drivers turn up hours late with not a care in the world.",2022-08-22
"Useless and pointlessNever shows on time, has become less frequent in recent years, and  drivers dont care. The live information is always wrong, and its impossible to rely on. Its been like this for years, and unfortantly I dont think it will ever improve.",2022-08-21
"Unreliable, inconsiderate, petulant and ineffective.Started a new job just over two months ago. Finish at 23:00, and get the  into Eyre Square in Galway at 23:05. Buses are always late, even when they arrive with no passengers. Was grand for the first six weeks but now it is almost everyday that they are late, and they are driving very slowly considering they are behind schedule. Very inconsiderate drivers who get petulant when you raise your concerns.  get a 1 star because I went through the trouble of making a formal complaint, and they assured me that they would monitor the situation and make amends. They did nothing. I could accept that they had a few bad drivers, and that it must be tough to keep strict control over all routes. What I can't believe is that the drivers had the cheek to keep doing it. Whoever is in charge has let all authority slip away. Deserves the 1.5 overall rating.",2023-01-13
"Gotta be the worst flipping company…Gotta be the worst flipping company ever. An absolute disgrace to the Irish transport system. Money grabbing thieves, buses always late. Disgraceful",2023-05-24
I do not recommend itI do not recommend it. I bought my son a ticket for 10 journeys.  The ticket is not in the system and my son pays for subsequent tickets with his leap card.  So they took 68 euros for coffee?.  They do not respond to emails and claims.  Never ag,2023-09-25
103 route is an absolute disgrace at…103 route is an absolute disgrace at the moment.  I would give minus stars if I could!!Not sure why they have a schedule because they don't use it. Buses come and go as they please... today was another fine example of this.4.58pm  left Beresford Place at 4.48pm (It drove off as I was walking towards it) and the 5.18pm never showed up!Shocking service!,2023-08-01
"Never on timeThe  is literally NEVER on time, once waited 2 hours and it never arrived. Expensive tickets, trash inside the vehicle, not to mention the wait which you never know how much will take. Awful",2022-10-30
"Have one leap card and tried to pay for…Have one leap card and tried to pay for a trip for myself and my wife, not possible. Can't pay for the second person by card as they have an antiquated system. Passenger behind us in the queue was kind enough to pay the second fair for us.Get up to date you antiquated shower of useless f****ks",2023-04-15
"The 115 is an appalling serviceThe 115 was always bad, but it's never been so appalling this semester. You simply can not rely on it. I've completely switched to the train, into town and back.Friday, 20th of September, I was relying on the 115 to get me home from college to work. It was absolutely lashing on the quays. Loads of us waiting. The 2.00pm , and the 2.30pm , never showed up. The 3.00pm arrived at 3.20pm. I lost an hours pay of work. I was sick from being lashed on for an hour and 20 mins. That was the day I decided I will never, EVER rely on this service ever again of I have to be somewhere on time.Every now and again I try to give it a chance, but it's either up to a half an hour late, full or a ghost . It never fails to disappoint  ever.Also a word of advice, stop dispatching a single decker for the scheduled time of 9.30am in kilcock Square. It has been full every. Single. Time. The passengers ALWAYS have to wait ages for the next one.That's the only consistent thing about this , is that its consistently terrible for the exact same reason, at that time, every single morning.In short, get the train. Its amazing. If your tempted to get the 115, save yourself the misery, don't.",2023-11-16
 Éireann you really wanna sort… Éireann you really wanna sort yourselves out and start doing your job right! Getting beyond a joke at this stage. why is there certain times when the driver can’t even show up. Leaving people waiting around. Especially the elderly. Hiring staff that can’t even speak to the passengers in a nice mannerly way!! 😡 You’ve an app set up that doesn’t give people the proper time. How are we all meant to trust your service. Seriously not on. Done reporting it back when you get no where as always!! 😡,2022-08-29
  👎Ive traveled alot around the world and rarely do i come across a work force so ignorant and un professional. The way i have seen and heard the way they speak to some passangers is pathetic. Gobus and citylink are who you want to travel with.,2023-06-12
One star would-be an improvement on…One star would-be an improvement on this service.stranded yet again by   11:43 Virginia to Cavan no show May 19th 2023.,2023-05-19
"Use West Cork ConnectIncredibly unreliable. Erratic  times, which differ from the website to the signs at  stops. Bought a ticket online and the  never showed, despite arriving at the  stop for it early. Waste of time and money",2022-08-23
"bad Companybad Company. weird pricing. a ticket from Kilmacthomas to Dungarvan and then from Dungarvan to Cork costs 5 and 7 euros, a total of 12 euros. a direct ticket from Cork to Kilmacthomas costs 15 euros. Why increase the price by the same distance?",2022-08-29
"What went wrong this time?!What went wrong this time?Starting off I want to warn anyone going to an important function or planning on getting home after a long day at work to avoid the 115 to mullingar/Enfield & Kilcock.It's more of a miracle whenever it decides to show up or not be 20 minutes late. I've kept data on how many times this particular  is either extremely delayed without warning - even at its depot stop - or hasn't arrived.The ghost buses display as arriving in 4 minutes from city centre  displays but  Eireanns own real time info begs to differ. There's been countless nights in the rainy, cold, Irish elements with no updates from the company as to how their customers are going to go home.Hard working people, students and OAP are being dismissed everything a review goes up here.Unfortunately we know nothing will be done about it, more clarification as to delayed buses and frequent passenger updates would be helpful.If the country is leaning towards a greener transport vision for the population something needs to be done to combat this. Its a joke at this point.Haven't seen this issue with the 126 or 120 at the quays any time I've been standing there freezing my @$$ off after work so another can be taken from them.",2023-03-10
"L58  is NEVER ON TIMEWhenever is take the l58  it is NEVER on time and this has happened every single time I take the l58, I always end up having to wait another half an hour for the next one!",2023-06-14
"Very poor service consistently for…Very poor service consistently for years now, busses being late not arriving at all not having card machines when it states they do. Add to this very unhelpful and rude drivers I’d highly recommend travelling with a private company as   is an absolute joke.",2022-09-20
"Left In The Lurch By Customer ServiceI've been emailing  Éireann for help with a refund since July 2022. I have received only one email in response to six, in total, and remain out of pocket. I am deeply unimpressed with this service.",2022-10-26
Terrible serviceTerrible service. The 132 from Dublin to Bunclody never turned up from the city. Waiting two hours in the freezing cold for the 17:30 service. The customer care agent advised she didn't now what was going on but it would be delayed by an hour. I left the pick up point at 19:10.I'll drive from now on. I'll never leave the car behind again.,2023-02-27
"Absolute joke of a serviceAbsolute joke of a service. As many others said. Better pay off for private taxi than use it again. Not only the buses broke down on 32 route three times in the last month but are constantly late and the experience is just terrible. Avoid these aholes as wide as possible. Don't pay for it, don't allow them to make profit.",2023-03-20
"Absolute joke of a serviceAbsolute joke of a service. One  driver on the 100 sells me a ticket to Dublin airport and tells me change to to the 100x at Drogheda. The 100x drivers says the ticket is not valid and I need to buy a new ticket from scratch. Not even an “upgrade”. So what should be 11 costs 17. BTW, both buses were 10 minutes late so miraculously go there on time.",2023-03-06
Joke of a service..Joke of a service... always late and the online times never updateI've been to loads of places around Europe that have way better transportation and I can't understand why we don't!Cork City 206  is by far the worse route to try and catch a ... Terrible..,2022-08-31
"Rude driverTo be honest was thinking should i write this or no, but i decided that i will.Today on 13.04.2023 i got in a  that drives to Kells at 20:45.I have never saw such a rude driver in my life, shouting on passenger, telling him to f*** off even he just asked him why he was rude not to him (just in general) and not let another passenger inside the  after he let one lady in and that other guy was just behind her, thats a human thing to do especially if u know the next one is in one hour.He has no drivers culture , he was giving a threat  that he will stop the  and that he will refuse to drive it.If he some problems, he should get a professional help, not taking off on the passengers.We pay for this transport and we shouldn't be dealing with that kind of drivers.Hope i never see him driving this .We always have a nice and kind drivers, beside this one.Hope that this complain will get attention that is needed.",2023-04-13
"Awful serviceAwful service, you can count on it to never show up on time. Some  drivers are rude, they stop in Maynooth Glen Royal hotel station and they dont let you get of the . They only stop there to pick up new passengers and they dont allow you to get of th",2023-01-13
"My  was 50 minutes lateMy  was 50 minutes late. I politely asked if there was a possibility of a refund. The driver rudely declined and told me to gey a different  instead, missed my trip after waiting 50 minutes anyway",2022-11-23
"Why are the drivers so rude?My first experience of using the  service in Ireland and hopefully it’s not one that I have to repeat any time soon.  I’ve regularly had to rescue my young adult children from  stops and drive them to their destinations because the number 64 that didn’t turn up again, but despite this, I took the number 64 Derry to Galway  yesterday with my two teenage daughters.  My biggest complaint is the rudeness of the drivers. The first man was just miserable and gruff, but the driver that drove the return  was something else completely.  It was like being transported back to my schooldays with my ticket validity being questioned very rudely (there was nothing wrong with my ticket, he just hadn’t read it properly) and a well rounded dollop of snarkiness as I went to my seat. Just a thoroughly unpleasant, nasty man who is not suited to working with people.  At all.  The girl that I was sat next to had similar stories of rude  drivers and horrible journeys which matched all the tales that my children have brought home over the years and it makes me wonder how  Éireann run their recruitment schemes?  Buses often can’t help being late/ breaking down/ getting full etc, but can’t  Éireann at least employ drivers that can cope with the everyday annoyances of people and traffic whilst being professional, showing respect and compassion?  It’s how most reputable businesses operate after all!",2023-07-14
Waterford to Limerick route Never on…Waterford to Limerick route Never on time. Ridiculous!!! Ask the driver how much it cost with leap card? Replied:running late so don’t have time to answer… Bravo👏,2023-02-01
"This  service is a joke!This  service is a joke!! Never on time.  on the half hour do not show up or are late so they wait!! Example; 5:30  arrives at 5:38 and instead of leaving right away,  they wait till 6pm.. so you're there waiting around 45 minutes!! I don't mention Fridays!! Very unreliable!!",2023-02-28
Rubbish service.  Waited for Sligo   at Dublin Airport…Waited for Sligo   at Dublin Airport on Tuesday in freezing cold and then 1 hour late and then to make matters worse waited at Castle Baldwin for  to arrive at 3.57 on Saturday for Dublin Airport which did not come so  had to get driven to the airport so I could catch my plane.  What is going on?  Service is terrible.  I willnever travel again with them.  What a waste of money!!,2022-12-13
I was getting on the  at portlaoise…I was getting on the  at portlaoise at 10.50 on the 1st Dec and I attempted to pay with a 50 euro note. the driver would not accept it even though he had the change In his possession. I then asked could I pay with card to which he refused me and told me to f### off the  and go get change in a shop across the road. I ran over and got the change for the fare and when I came back to the  stop he drove off. He was looking at me as he was driving off. He was a bald man and was extremely rude. The treatment I received was unacceptable and its a shame someone like this is representing  . There must be other ways of payment if they refuse to take cash. Absolute joke. I am a regular user of this service and the embarrassment I experience was unforgiven. Something must be d,2022-12-01
Overcrowded  with seats so close…Overcrowded  with seats so close together that there is little room for passengers legs.Driver was helpful but seat layout was very very poor.,2022-10-01
"Buses didn't runI visit from New York every year , love just getting the  from dublin to omagh never had a problem till this may 18th 2023. I was at the  station to get the 9am  from the airport,  and no  showed ,the  11am , the 1.20  showed, at 1.40pm  but was crowed . 2pm  didn't show , the 3.pm  showed at 3.40pm. Then traveled 2. 5 hours. After being up over 24 hours and standing at a  stop with no benches,  thats not exceptional. Every other  showed up except the 32x ,there was no warning , that this  wasn't running properly,  nor did the  drivers know why these busses didn't run . A total disgrace. This will put me off from traveling next year .",2023-05-18
ClownsAbsolute clowns cannot rely on them whatsoever. They are what is wrong with public transport in this beyond backward country!,2023-05-13
"Ridiculously poor serviceRidiculously poor service. The 220X in Cork is a joke, after taking the  for years I've recently been told the 220X no longer goes to Ballincollig and now goes to MTU, got on a number of other 220X for weeks and there was no issue going to Ballincollig and it went the normal route and then on Monday me and the other passengers getting on the  were told that it does not stop on Washington St despite me getting it stopping there for years and as recently as last week.   needs competition because the monopoly they have means they continuously provide a joke of a service and don't care to respond to any enquiries",2023-06-26
"Hi,I arrived into Dublin Airport at…Hi,I arrived into Dublin Airport at 1.40 on Sunday 2nd Oct,hoping to get a  to arklow?had to wait until 6.00am,my fault for assuming there was a  every hour but was amazed by a lovely black bearded driver who could have charged me as my ticket was 6 hours out but was a real gent and signed off the ticket.He is a credit to your company and after travelling for 25 hours made our day,what a lovely man dropped us off at knockmore with a smile and a goodbye.",2022-10-02
"Service Dublin to Cork always anywhere…Service Dublin to Cork always anywhere between  30 and 60 mins late arriving at Hueston(outward journey), today I dropped my son to get the 6:11am service from Heuston(timetable on website)no  until after 8am...apparently this is the first ...unreliable serv",2022-08-16
I was getting on the 220x and i paid…I was getting on the 220x and i paid for two people. The  driver took my leap card and asked how old i was. i said i was 14 several times and i kept saying i needed it for school. And he wouldnt give it back. i had to ask multiple times for it back and after about 5 minutes of asking he gave it to me. Teach your  drivers some fuckinv respect because thats absolutely ridiculous. i paid for my leap card he has no right to TAKE it from me.,2022-08-31
Got the worst service today on this…Got the worst service today on this 🤞Never going to use it. They should train driver's good customer service.,2023-08-31
"the  never comes ans i need to go to…the  never comes ans i need to go to work and i am loosing out on money because these busses are so unreliable and they are putting people like mines jobs at risk, please step up the game  eirann your better than this",2023-02-05
Great Customer ServiceMyself & my partner were waiting for over 1 hour for the last  to Fermoy Friday 21st. No  showed up.  A lovely  driver when passing went out of his way to get us home even though he was finished his shift. I think he said his name is Ricardo! Thank you Ricardo &   for your excellent customer service. There was probably 10 people in total not left stranded late at night in the city. Tks Lis,2022-10-21
1 star it's too much for this…1 star it's too much for this ridiculous  company... Over 1 hrs late in a public transport... Fixt the problem ASAP!,2023-07-30
"An absolutely awful serviceAn absolutely awful, awful, AWFUL service !I am lucky that I drive but my wife doesnt and gets regular buses. They regularly don't show up.1 in every 2 times I get the  with her we are left disappointed. Buses are 15 minutes late, early and the driver leaves early, or they never show up.God forbid people would have to be somewhere on time.I'm writing this after we waited an hour in the centre of cork city for the required  to arrive. After a half an hour, we thought we were in luck ; the right  arrived only for the driver to switch off the engine, grab his things and leave. I asked was another driver on the way and he didn't know but said there should be.No one arrived. Oh and as he was leaving, he tried to close the doors with a button but that was broken of course. so he fumbled them 90% closed manually.For the following 20 minutes I played a game which involved spotting 'out of service ' buses driving past.There were 5 or 6 in that period, all seemingly driving around redundantly and of course emitting plenty of carbon, while a group of about 20 of us waited desperately for a .I presume that some of that group were by now late for something important.Eventually, a rogue  arrived, not on time or anything, just at random o clock, and we all rejoiced in relief.It must be amongst the worst public transport set ups in Europe. An absolute shambles and a regular let down.The complaints system is redundant too, a bit like AnPost, mired in 'ticket system ' delays and glitchy UIs.They either don't give a feck or the system allows them to ignore /bury their heads in the sand.Failed state indeed. People should be up in arms about what is such an important service, and even more so now as we try to tackle climate change.",2023-09-11
"Big thank you to driver Seamus on Letterkenny route!Got the  from Letterkenny to Dublin yesterday. We had to change buses in Monaghan and in the rush I left a new coat on the first . The driver, Seamus, couldn't have been nicer when we got to Dublin. He really went above and beyond to help me out - found the coat on the  when he was back in Monaghan and brought it to  Aras today. A real gentleman, made my week!",2023-07-17
 was way way too hotBus was way way too hot it was so stuffy I couldn't breath and driver kept heating on even tho I asked if it could be turned,2022-12-16
Worst serviceWorst service ever taking the  after a long day of school and everyone getting screamed at by the  driver from passage west st Peter's refusing to stop at certain stops aswell wich the  normaly stops at because that's the rou,2022-11-10
Pr*ck of a  driver said  was full…Pr*ck of a  driver said  was full moved on and collected people next stop sh1tty company kys,2023-08-24
Its 2022 and i need cash to pay for my…Its 2022 and i need cash to pay for my trip you dont take card this is a joke probably because   wont pay for the update  ITS 2022 pay for the upd,2022-08-26
Disappointed all time...Disappointed all time...Buses will become late all the time to reach  station..we can't reach our destination at our needed time...👎👎,2022-11-29
"Buses are constantly lateBuses are constantly late. Not 10/20 mins late either, I mean they're 30-60 mins late. I have gotten numerous buses the last few months and every single one was late, not one  was on time. One  I was meant to get at 16:10 from Derry to Letterkenny didn't even show up, so I had to get the next one at 17:15. Absolute joke of a  service.",2022-08-29
"HorribleHorrible, slow service! Not worth depending on for work, school etc they’re the worst transport service in Ireland.",2022-12-11
I have no good experiences with …I have no good experiences with  eirean.  always comes late  or else just doesnt show up atall. Bunch of wasters,2022-10-27
" 30 minutes lateBus 30 minutes late. I called them and the lady was able to confirm that they were running late and she was very friendly. Unfortunately bad  service, but friendly phone service 🤦‍♀️",2023-06-18
"Missed FlightWe were travelling to the  airport to catch a flight to Dusseldorf leaving at 07:05. We waited in Boyle and when the  turned up the driver said it was full with all seats booked. One lady got on as she had a seat booked.We had no other way of getting to the airport so had to go back home...When will   put on a bigger  or more buses so that people are not left behind. There are a lot more people traveling now and especially at Xmas time. It was  01:45 in the morning and  minus 5 Deg.Yes, I know we should have booked seats but Boyle is only the 3rd. StopAfter leaving Sligo so didn't expect the  to be full so early on the route.Just so people are aware not to travel unless you have a seat booked.",2022-12-09
Absolutely disgraceful drivers on the…Absolutely disgraceful drivers on the 115 service in mullingar. I made two complaints and was just ignored. Will  not be using this service again. Had to give 1 star but it's a zero from m,2022-11-20
I take the 220  daily and the drivers can be so rudeI take the 220  daily. A lot of the drivers are very friendly. But I few times I Have gotten very rude drivers last week a driver would not let me on his  as I had a vape and was buying a teen ticket. This was very weird as I have proof of my age which I showed and it his none of his business with what I do with my life. Just a moment ago I was waiting for my  home from work and the  driver pulled up and stopped I waited about 10 seconds as it looked like people we about to get off the . I am not joking when I say she opened the door for 5 seconds and when I didn’t step on (as I was waiting to see would anyone get off) she closed the door in my face shrugged at me and drove off. I’ve also had my fair share of driver just drive right past me with a half full  and this makes me have to rush for work. I will be bringing this forward as it is a very rude and unorganised  company.,2022-08-27
Rude  driverThe  driver was so rude to the passengers.Absolutely horrible how he talked to people.The way to spoke to me about not having a student card on me was a disgrace.There are nicer ways to talk to people.Also about 20 mins late.,2022-12-23
You can't rely on the  in Galway…You can't rely on the  in Galway city. Always late; i have waited an hour for a buses that are suppose to run every 20 minutes. They want peole to take the  but they're so unrealiable; its impossible.,2022-08-09
PoorNo buses. Other people getting trained and they don't have the courtesy to open a door and explain anything about 3 buses going missing. Shambles,2022-09-29
Rude drive 101x 07;37amBus driver so rude to me….was trying to use a leap card for the first time and I didn’t know what to do because I could not see a machine….he just stared at me and didn’t do or say anything…then I thought maybe they didn’t take it on the 101x….eventually he did it for me. I was mortified! It doesn’t cost anything to be nice…,2022-10-21
"The Driver on the Expressway no 30 from…The Driver on the Expressway no 30 from Enniskillen to Dublin departing Enniskillen 18.35 arriving in Dublin 21.35.He has excellent driving skills which I can really appreciate due to  many years of both travelling and driving, He also was very courteous and obliging.",2023-03-31
"The worst thing you can ever experience…The worst thing you can ever experience in your life isn't any type of cancer, it's 39 and 39a buses.",2022-12-13
The  driver didn’t stop at any of…The  driver didn’t stop at any of the stops even when I had a prepaid ticket and didn’t stop when I pressed the stop button so I missed an even I was meant to attend,2023-02-15
"Absolutely appalling serviceAbsolutely appalling service, the 32  from Letterkenny to Dublin is the worst I have ever experienced.Can't the Irish transport system get anything right?",2023-01-18
The  timetableThe  timetable for   is rubbish because the buses are always running late and I had to wait nearly 1 hour for a  and there are always buses out of service. WHAT THE HELL IS THAT ALL ABOUT!!!,2022-10-27
Regular relucant userRegular relucant user. Awful service. Non-existant buses constantly. Really third world stuff.,2023-01-24
"Arrogant.Listen. I’m trying to like the service. I am really am. However the  turns up 15 mins late, it should be at least 15 mins early for an airport pick up.  was roasting, I asked the driver to turn off heat please, to which he said no chance, but he’ll turn it down. Baring in mind it’s 10degrees outside. He’s sitting down there with his wee cup of tea and radio blasting with no regard for his paying customers. THIS IS YOUR JOB FELLA. We’re paying you. I’ll not be from now on.",2023-02-24
"TerribleAbsolutely disgraceful handling of passengers and the most unpleasant and unconforming  transportation organisation. I have been to many countries second world and third world and this one takes the cake for worst service, most unpunctual and least pleasant. Everything about how this company handles itself is troubling and it's very regretful that we have to deal with these buses in Ireland. I really hope everyone lowers their expectations down even lower than low because there is nothing good waiting for you when using this public transportation. Just terrible all around, honestly. The amount of bad experiences I've had in just the last few months that are completely because of the  driver and the company's rules alone. This company should be banned and fined heavily. Just today I was running to the  with everything I had otherwise I will miss my college and I see it just leaving the  stop at Ventry Drive. It stops at the stop sign after driving a whole 6m at most because this road is tiny and I'm there knocking on the door for him to open it. The  driver looks straight at me and shakes his head like I'm asking for a lot here. Just open the door I've after been running to get in this  for 7 mins straight and I'm no runner. Absolutely ridiculous day missed I hate everything about this company. There is one  driver who is also extremely antisocial and I've witnessed his antisocial habits a lot over the year as he drives the 40E sometimes. He consistently starts driving the moment you drop the money in to pay for tickets. You literally don't have the ticket yet and he's driving and you're falling all over the place. Well luckily I don't because I consider myself physically fit but I have actually witnessed a woman going flying into the ground and sobbing crying the whole time she was on the  because of that. He showed no remorse or regret.",2022-11-24
225 in cork always delayed and driver…225 in cork always delayed and driver in early morning are so angrymen ..like you go work they are delayed and missed the schedual ..at the same time very angry face !,2023-06-14
"Just avoid stress and walk.I can't tell you how many times I have been frustrated and annoyed with  . Too many to count. If I could avoid having to use them I would.The main problem is unreliability.Even with electronic notice boards at some stops you can't always be sure if a  is due. Sometimes a  simply fails to arrive and you have to wait another half hour or so for the next one. No explanation for why it was cancelled. Sometimes a driver will decide he wants to finish his shift early and will leave before time. If traffic is bad then all bets are off.Another recurring problem is drivers who seem to want to drive buses but don't like having to pick up or drop off passengers. I just had an argument with a driver who failed to stop at a  stop and accused me of not ringing the bell in time. Yet both myself and an elderly lady both pressed the button well before the stop. He was driving so fast he barely noticed our attempts to get him to stop. No apologies. Nothing.  want passengers to be courteous and respectful to their drivers. Well sorry, it cuts both ways.Also there seems to be no agreed time for how long a  should wait at a stop. Sometimes a driver will barely stop long enough to let you on. At other times you can be waiting twenty minutes for him to leave while he catches up on paperwork or something.The whole system of local city buses is badly designed and run. It is not fit for purpose. We need more trams and light rail networks in our towns and cities, otherwise people will just continue to drive cars, making  travel even worse.Even if it's only one bad experience a week it is enough to put you off for good. If you want to avoid stress just walk.",2022-10-17
Good service but  dirtyGood service with comfortable seats and a good timetable of buses providing essential transport across the country however the  is usually dirty,2023-07-22
"Just an awful unreliable  serviceJust an awful unreliable  service. I'm amazed it has a score of 1.5 out of 5, should be 0.",2023-04-18
"Worst  service everWorst  service ever. Tried to get on a Donegal  at 12.30am that stopped in Cavan, only to be told I wasn't allowed on that  and the  to Cavan would be along shortly. The next  to Cavan was at 6.30am and as the station was closed I had to stand in the rain outsid",2022-08-28
"Dogsh*t serviceDogsh*t service, worst transport service on earth.",2023-10-14
Complete idiot and very ignorant …Complete idiot and very ignorant  driver on Galway to Derry rou,2023-03-04
The listowel to tralee  is always 25…The listowel to tralee  is always 25 minutes late. Today its 40 minutes late awful serv,2022-08-13
"Absolutely worse  service I have…Absolutely worse  service I have ever experienced,  is always hour late,   website also gives out wrong live information.",2023-06-22
Hate  EireannWas going to get the last  from Dublin to Wicklow but it was cancelled!!! Had to sleep on the streets of Dublin. This is not the first time this has happened. Hate the doo doo out of this ,2022-08-25
"Booking and paying a ticket even in…Booking and paying a ticket even in advance doesn't guarantee you to take the , the company does not reimburse you, their drivers and agent are rude agressif and totally unprofessional I was almost slapped buy an agent, no one is on the front desk to face this messy service issues.Buying a ticket means nothing, no control, no customer respect and we are paying their salaries, please organise in group for renting a free taxi or regular but don't ruine your plans especially that suitable days for enjoying this country are rare.Very disappointed and very deceived by this company and days off in cork, and this is absolutely not positive to the tourist friendly uses' politic the country Tries to show, over rated country public services.",2022-08-13
"complete disasterUnfortunately,   is the service we have to deal with in Ireland, the line I use , in particular the 304 in limerick City is a testament to our useless  system at the hands of a nonfunctional transport system , time after time have buses shown up far too late , which as any reasonable person would let off if its 2-5 minutes , but seriously , 10-15 minutes is the usual in University of Limerick and other areas , i am consistently stunned at the lack of care they have for  times , and then showing  arrivals that continue for 20-25 minutes and then disappear off app tracking services or electronic screens at stops, further more I’ve tried to contact their helplines to no avail , as in , the line isn’t up please call back later. If you’re a manager or in an administrative position within bud  , as far as I’m concerned your position is useless. Very disappointing indeed",2023-09-15
