Review,Date
Bus doesn’t come on time. Rude stagfsBus doesn’t come on time. Workers are impolite,05 October 2023
"Bathroom smellyBathroom dirty and smells! Not necessary with 99p bottle of spray from £ Shop.Would be Nice to have a usb charger.Busses old but serviceable, drivers were good!I love Megabus just think bathroom is an issue for 75 year olds!Provide the spray and new cloth and I’ll clean for you!",02 October 2023
Going to HeathrowGoing to Heathrow saved time by leaving the M4 when there was an accident reported ahead and arrived only a little late.,29 October 2023
"The coach was on time leaving…yesThe coach was on time leaving Bournemouth, the driver drove sensibly, arrived at Victory approximately 10 minutes late due to trafficSame experience on way back from London",03 November 2023
Bad service.The coach was over an hour late! No option to be refunded or compensated for the delay.,04 November 2023
"On timeOn time, smooth ride.",04 October 2023
Trip To Manchester.Well I got the Bus from Oxford Parkway Park and Ride to Manchester and the Bus was an hour late.but it was OK as i was Staying at a Friend that Night.The Seat was Comfy on the Journey and The Ticket was price was Value for Money much Cheaper than the Train.,27 October 2023
Nice Driving,07 November 2023
The buses are in good shape and the…The buses are in good shape and the drivers are professional.,07 November 2023
Super fast and the drivers are very…Super fast and the drivers are very nice with people's. Great company.,02 November 2023
very good 👍..thanks,27 October 2023
Great journey and excellent driver,03 November 2023
ComplaintIm very upset that I had missed my coach due to the fact that I was trying to ask an employee for directions and I was ignored causing me to miss the cab and the doors had shut .This was a flux bus employee and the time I was supposed to catch the coach was 20:30,05 November 2023
"There is no charging point in bus,bus…There is no charging point in bus,bus is getting smelled seats are small no legs placeI don’t like",29 October 2023
"1800  m10 London to Bristol.1800  m10 London to Bristol.What's the point paying extra to reserve a particular seat if it can't be honoured.  Nothing to indicate a seat is reserved, Driver didn't care just saying front seats were reserved but were NOT occupied on the entire journey.I have no problem with your competitor National Express whom I will stick with on future journeys.",06 November 2023
i was waiting for the bus outside in 9…i was waiting for the bus outside in 9 degree weather because your bus was 1.30 hours late,03 November 2023
I found the staff on the Megabus very…I found the staff on the Megabus very friendly and welcoming.I liked the fact that once seated they would explain where the bus would be stopping throughout the journey.I will definitely use the service again.,06 November 2023
Good service,28 October 2023
That  bus doesn't come to Bournemouth …That  bus doesn't come to Bournemouth  cheaters .,05 November 2023
Not worth itMy bus did not come and they made me stay out in the cold with my children.i called multiple times and they said I would get a refund if I stayed in the bus station to some certain time but I didn't instead I got a voucher half the prize and the tickets were expensive.I regret buying from this company.People please don't buy from here,28 October 2023
Everything smooth,01 November 2023
"There was no working charging port on…There was no working charging port on the bus, this was a 6-hour journey. Not good at all",02 November 2023
I had purchased a ticket from…I had purchased a ticket from Manchester to Glasgow on the 4th. The bus was over an hour late with no one letting us know why... and bus that which did finally show wasn't a mega bus but and old stage coach bus with no luxuries of WiFi or charging port so my journey was ruined before I even set off....always issues with megbus,04 November 2023
Rude staff and given wrong informationWe had an email about the journey back saying that the departure stop had been changed. We found out where this was and made sure we was there with plenty of time to spare. It came to the time and I saw the coach approaching the original stop so my partner had to run to the coach. The driver was rude and said to my boyfriend u should be here I would have just left you and said if I didn't hurry up hence I am disabled and walk with crutches that the coach would leave without me.I was very unimpressed with the service has I had rung up the day before to check it still was the new stop we had been given.,05 November 2023
The journey was quick and plesentThe journey was quick and plesent. The staff where great and helpful. What i didnt like was the coach was very hot and stuffy and didnt have individual air con.,05 November 2023
AbdulHelpful and confidential and comfortable,01 November 2023
"Manchester to SouthamptonI always use Megabus for a friend that comes down to visit us in Southampton from Manchester. I have found the booking system easy to use, competitively priced and my friend has never complained about the service and I like the convenient pick up and drop off points.",22 October 2023
Turned up on time nice east travelling…Turned up on time nice east travelling despite the horrific weather at this time,31 October 2023
"Value for moneyValue for money, reliable, on time and comfortable. Friendly helpful driver.",03 November 2023
On timeOn time. Friendly staff. Bus clean,02 November 2023
Bus didn’t arriveBus didn’t arrive for so long that I had to catch a taxi from Birmingham to Manchester in order to catch my flight. Waited for ages with no updates. Spent a fortune on taxi.,29 October 2023
"Very punctual serviceVery punctual service, good driver and comfortable seat.",29 October 2023
"My Megabus momentThe Megabus arrived on time. The journey was comfortable, quick and efficient.  I really enjoyed it.",01 November 2023
"Long delayed annoyed driverNot great experience not worth looooong travel and grumpy driver who finds it inconvenient that he has to lift the latch to allow my luggage in, clearly overworked and exhausted. Not a good combination for a safe journey",06 November 2023
"UnfortunatelyUnfortunately, the arrival was delayed, not due to the company's fault, but due to traffic.",03 November 2023
Ride was on time and comfy,04 November 2023
"Poor ServiceI am contacting you regarding a massive inconvenience that had been caused by Megabus. Yesterday, I arrived at the bus stop 30 minutes earlier for me to be able to catch the coach on time, the coach never arrived and only arrived 1 hour 15 minutes later whilst I have been waiting in the extreme cold the whole time.Eventually it has arrived and I had to sit in the most uncomfortable position I have ever in my entire life. I had to transfer in London for my next coach, however this was not possible because the coach did not make it on time for my next coach, we arrived in London Victoria when my next coach had already left. I was left stranded in London, and I had a very important personal matter to tend to, but I couldn’t make it to Bristol on time.I had to come up with an alternative way to get to Bristol. There were also other additional modes of transportation arranged upon arrival in Bristol but all that had gone to waste because of Megabus and additionally, nobody bothered to assist when I tried to get help. I had to make means.I am very disappointed in the quality of service that I received and I would never wish this kind of service to anyone. I am requesting for a full refund for my trip and any method of reimbursement that Megabus deems suitable for this kind of experience, even though it will not fix all that I have experienced, I just think that it is unfair for my money to be just taken after going through what Megabus put me through.",05 November 2023
Take too much time to reach on the…Take too much time to reach on the destination point. This bus service is not suitanle for studnet in UK .,03 November 2023
the buses were on time and well…the buses were on time and well maintained,02 November 2023
AffordableCheap prices,27 October 2023
"The toilets were stinking and there was…The toilets were stinking and there was no toilet paper no hand wash.last time the driver was ridiculous who favoured a drunk man disturbing and threatening me, though this time the driver was great.",04 November 2023
"Nice comfortable journey from Bridgend…Nice comfortable journey from Bridgend to London, great value for money.My only criticism is that some passengers had pre-booked and paid for seating, but this was not made clear to the passengers already on the coach, and resulted in people having to move and people waiting to be seated in their  pre-booked seats.Surely there is a simple fix for this?",28 October 2023
"Good tripGood trip, great value.There was only a little situation - in Newcastle we were asked to change sits for they were reserved to someone else. But when we’ve had went in the bus in Edinburgh we were told to pick any sit we wanted. It wasn’t a big deal to change, just to let you know.",05 November 2023
"Severally I have missed my bus and…Severally I have missed my bus and ticket wasted, if a passenger missed is his or her bus I think I should be able to enter the next immediate bus for that I think I am discouraged entering your bus also most times bus always comelate but you guys don't see anything bad about it. The bus was not put in order(neat)",02 November 2023
Top service!!,06 November 2023
They bus was clean,31 October 2023
"The bus was 1 hour lateThe bus was 1 hour late, the Megabus representatives at the bus station hardly told us anything and were very rude when people tried to ask them for info. The bus was cold and the driver was also rude",03 November 2023
Good drivers especially on returnGood drivers especially on return. Outward journey very late but this was unavoidable,03 November 2023
2 hours delay2 hours delay! A 5 hour trip end up 7! The toilet were blocked so with no stop for a short break for toilet and drink it was an extremely uncomfortable experience.Plus it was a very tight time for our flight.,01 November 2023
Pleasant trip- recommendedArrived in timeGreat driverReliableComfortableCharging facilitiesOn board clean toilets,01 November 2023
"Choose a different company.The bus was 45 minutes late from London.The toilets were filthy and stank I nearly vomited.No water to wash your hands or hand gel.The driver said that he had a bad back so put luggage in yourself, had to help an older lady.The driver refused to let anyone  sit in the 6 seats near him.From Newport th Heathrow  was a different experience. Give it 5stars.",01 November 2023
Everything was fine.,28 October 2023
punctual and affordable travelpunctual and affordable travelVery good buses and affordable.,18 October 2023
"Bus never turned upThe bus I booked from Newcastle to Aberdeen never turned up at the place that was stated on the ticket. I had to book from Edinburgh later and make my way up there, but missed that because of traffic ( which I don't blame Megabus for.). Overall a truly awful experience with no way to claim my money back for the ticket from Newcastle.",02 November 2023
A reasonably priced serviceOn time and efficient and reasonably priced.,01 November 2023
Great journey for low cost,26 October 2023
Smooth and comfortable tripTimely and comfortable trip. Slightly crowded. Fairly tidy.,03 November 2023
Journey was delayed for about 1 hour…Journey was delayed for about 1 hour without any message or call. This affected all my travels and I lost almost about 100 pounds for alternative transportation via train.Very unhappy,03 November 2023
Plenty of leg room in the reserved…Plenty of leg room in the reserved seats . Friendly staff . Clean coach .,03 November 2023
"Efficient serviceIt's a very good value way to travel, service was running on time.The journey from Aviemore to Glasgow was uncomfortable,  as it was really cold.",06 November 2023
No phone charge no WiFi no chenge ticket,06 November 2023
Bus was really lateBus was really late. I understand that Birmingham was busy due to the storm and Christmas market and they use a different coach company. But we weren’t given any news. Even from the driver who was standing there.The bus they used didn't have charging ports so my phone died. I would of been fine if we were told how long it was going to be late and that the bus didn’t have charging ports. I could of gone and sat in a cafe and chargered my phone and kept out of the rain,04 November 2023
U didn't give me refund,25 October 2023
"Delayed serviceDelayed service, i have booked twice with mega bus. Both the services was delayed for about 1.5hr.",05 November 2023
Had good journey and bus was on time,28 October 2023
We always arrive late and it makes me…We always arrive late and it makes me late for my appointment.,06 November 2023
"It’s my first time using megabusIt’s my first time using megabus. And is going to be the last, l took megabus from Victoria going to Sheffield it supposed to be12:30 to arrive 4:30pm. I didn’t arrived at Sheffield till 6:35pm and no any information or explanation why it so late",03 November 2023
Friendly driver great service,25 October 2023
"Mr tediMega BA's good RSP,",06 November 2023
Coach was right on timeCoach was right on time. Very helpful and friendly driver.,02 November 2023
"AwesomeYou guys are excellent. You booking easy, your arrival time moderate and your drivers are courteous",04 November 2023
No mobile phone charging switched on…No mobile phone charging switched on although there were physical sockets in the bus. My mobile phone battery literally dried out in the late evening putting me into a bit of trouble.,04 November 2023
"Fair price and service but I doubt if I…Fair price and service but I doubt if I will take Megabus in the future as there're few problems. First, many people occupied those reserved seats without paying the reservation fee. Second, people talked on phone loudly or watched videos without using earphone. Third, people drank and threw away empty cans just on the floor.",03 November 2023
"Coach was on timeCoach was on time, journey was quick.  Comfortable seat.  Toilet facilities were adequate",24 October 2023
My family was supposed to use one of…My family was supposed to use one of your bus but the driver did not let them because he want my wife to get tickets for my 3 year old son,30 October 2023
Good service 👍,06 November 2023
I booked a bus from Manchester to…I booked a bus from Manchester to Oxford for 4:20am on the 5th. I waited for over 2 hours (from 4:00am to 06:15am) and the bus still did not arrive.I tried to reach customer care but no response. I also got no explanation as to why the bus didn’t arrive.Had to make alternative arrangements to be able to meet up with my appointment.I’m very unsatisfied with the service and would not recommend your service for anyone.,05 November 2023
"I had frozen food because where I…I had frozen food because where I worked I can't find of it, so I bought enough fish and meat for the month and frozen it, well wrapped and sealed. It was my first time to use this bus, referred by my friend. They asked me what was in the bag,I explained to them, they said not allowed, I have to leave my bag on the street and go to work without my fish and meat. I was heartbreaking, we are of all different cultures and don't just eat what you eat. My bag was £35 worth it. I was travelling from Manchester to London Victoria and from London Victoria to Paignton.I think the coaches should get a special place for our frozen stuff.The drivers were very unfriendly you can't explain nothing to them. Anyway is done and I have to be in my work place without my fish and meat.",29 October 2023
Good travel and would recommend and a…Good travel and would recommend and a valuable price,28 October 2023
Really satisfiedReally satisfied. Affordable prices and good coaches,12 October 2023
Mega bus is the best,01 November 2023
No WiFi again people sitting in chairs…No WiFi again people sitting in chairs they didn't pay for having to them to move not only me others had to do same. Drivers where great,05 November 2023
i don't like your comment bad services,20 October 2023
"Travel for all pockets.Been using Megabus for a while, good honest and cheap for people like me, who can't afford travel. Only thing let's down is wi fi not working alot it time, sometimes  an hour late, but can't help the traffic, human errors.",30 October 2023
Bus was delayed by more than an hour.,25 October 2023
Always delayed not on time to…Always delayed not on time to destination and  missed the plane,07 September 2023
Not GoodI paid extra for a particular reserved seat but it was no difference to other seat for my outbound journey due to not all bus layout the same as shown on the booking guide. All USB charging ports are not working for both outbound and inbound journey. Extremely disappointed.,06 November 2023
"Fair experienceAs i choose to take coach as the flight ticket is really expensive, the experience in the bus is not bad except the delay",01 November 2023
AnonymousDriver is friendly and kind,27 October 2023
"Megabus Leeds to ManchesterWe were due to travel on a Megabus service from Leeds to Manchester Airport to catch our flight. We normally travel on National Express services, but decided to give Megabus a chance.The service was delayed by 1:45 hours meaning we would have missed our flight. Whilst I understand that there can be issues beyond Megabus 's control, the least your company could have done is sent an email or an SMS message to warn us as soon as you became aware of the delay.There was no screen with departure information (and the printed departure board is well out of date). No announcement was made and I only found out by chance that the service is delayed badly.In the end we managed to catch our flight, but only because it was delayed.No refund was provided by Megabus. I doubt I will ever use your service ever again.",03 November 2023
"Fast serviceFast service, clean bus.Strongly recommend getting a reserved seat as it is comfortable and guaranteed where you want to sit.Downside: bus was late in leaving London - Newcastle, and late on the way back as well.",02 November 2023
"Neat busesNeat buses, Time conscious, safe trips, polite and neat drivers",24 October 2023
The bus for 7pm always coming late…The bus for 7pm always coming late around 8pm.One time I also had to wait for 2hrs when I booked a bus for 4pm,03 November 2023
"The bus stop was closed and there were…The bus stop was closed and there were not adequate instructions on the website to guide me to the replacement stop, nor were there any instructions at the closed stop. On top of that the charging ports on board the bus were non operational.",01 November 2023
Smooth driving,28 October 2023
Bad service,26 October 2023
"The driver was on time and the drive…The driver was on time and the drive was smooth no huddles . We arrived before schedule. However , I want to point out that the pick up point on the ticket was not clear,  Thomas street,  Manchester N... no such place was located. Was very difficult for me as I was travelling for the first time. Secondly , no place to wait, we were chased out of the coach station by 12 am for the to be locked and we were freezing out . This is very unfair for we that come from a  very place to catch our bus... third point is that the passengers should be warned from littering the coach and the walk way.. there were bottles of beer on the floors and it was horrible.  I nearly had a fall. Thank you.",06 November 2023
Good customer service,06 November 2023
Bus was stinking,30 October 2023
Over an hour lateThe coach was over 30 mins late and Not trackable. Then we had to stop for 30 mins at services for his break. Meaning it was over an hour late arriving. I left work an hour early to get this coach which was pointless as the one leaving an hour after (5.30) actually arrived earlier than the one I was on (4.30).,03 November 2023
"I am really disappointed in megabus.I am really disappointed in megabus.I booked megabus on 30th October for a journey from Reading to Victoria coach station, London at 8:00 pm. I waited close to two hours and the bus wasn't showing up.There was no communication to passengers on that day as to what has really happened.I called megabus to find out and they kept giving me hope which wasn't true.I had to reach London before 10:30 to take my next national express bus to middlesbrough.I was frustrated so I had to book train which cost me more than I expected.Megabus has poor customer service and I will not recommend to any of my family and friends.I will rather resort to national express as they keep their time than megabus.Bad service.",30 October 2023
I missed the bus so l had to look for a…I missed the bus so l had to look for a train I don’t know how you do it if someone miss the bus,27 October 2023
"Got the megabus from Leeds to reading…Got the megabus from Leeds to reading on 3.11.23 bus was supposed to depart from Leeds at 11.40 departed around 12 which wasn't too bad but was meant to arrive in reading at 5.50pm didn't get there until 9.45pm absolutely ridiculous the driver couldn't tell us what time we'd arrive and couldn't tell us what the delay was there wasn't much traffic so no idea why it took so long also toilet out of order because it was blocked with toilet roll so instead of unblocking it at a stop just taped the door shut, should have took 6 hours and took nearly 10 hours!! Never again",03 November 2023
Service is awesome but the toilet smell…Service is awesome but the toilet smell spreads in the bus.,01 November 2023
"The driver is good and helpfulThe driver is good and helpful.But I cannot find any helpers in the Airport bus centre. I don't know how and where to find the information to show the delayed bus. Also, I could not find the bus number on my ticket. I don't know; my bus was called M10, and the destination was Swansea, not Cardiff.The driver requested me to buy the extra luggage.  I could not find the Kiosk, and the staff at the information counter gave me the QR code to buy online. I almost missed the bus. It is a horrible experience.",02 November 2023
"PunctualPunctual. Friendly helpful driver. Nice quiet, clean coach.",31 October 2023
"Very goodVery good, considering it was A7 hour trip it was very comfortable. Very friendly driver and co driver. No delays, arrived on time. And a very reasonable fare.",05 November 2023
The driver had big anger issuesThe driver had big anger issues.  I was sat behind him with my 13 year old daughter and his language was an absolute disgrace.  He was driving dangerously close to other vehicles then backing off.  Using inappropriate hand gestures to other drivers.  Was so glad when the driver changed halfway through the journey.  It was then a pleasant trip.,27 October 2023
Mega bus to the rescue when the train…Mega bus to the rescue when the train was cancelled. Great service at a fantastic price. Friendly drivers. Can't fault.,02 November 2023
Terrible driver attitudeDriver demanded to see what was in passengers language before he would allow it on board. Oh passenger was a black maleBus was late departing VictoriaEdinburgh bound passengers asked to change to 900 by driver because he was running late.,06 November 2023
"Trip both ways to LondonDriver was extremely polite and helpful. Also, the bus was very clean and comfortable.",27 October 2023
"Good Customer CareWe booked the bus in wrong date. Finally we noticed and we called to customer care they gave the coupon for rebook. That helps us lot. Requesting to change the pick up place in Northampton, grange park. My pickup time is night 1pm. the place looks like hunted somehow we managed",30 October 2023
Delete 2 hours without any noticeReally disappointed with the megabus service,16 October 2023
"Good experience . But need to look at price structureGood experience , and use them alot . Thing I don’t understand is if I went from Bristol it’s like £9 and if I went from Newport or Cardiff it’s about £27 . Newport not that far from Bristol.",04 November 2023
"ConvenientConvenient, good value for money , spot on timing",28 October 2023
………………………………………………………..,02 November 2023
"Saved the dayBecause the trains were cancelled that day, I needed to get home, flights were to expensive. The only way home for me was Mega Bus. It departed on time and journey was comfortable.",27 October 2023
I'm disaabledI'm disabled and use crutches driver helped me get and off and was allowed to sit behind driver very helpful each time ive used service,21 October 2023
Very good service and on time arrival.IVery good service and on time arrival.I wanted to reserve seat but realised I cant do it once I booked it . I would suggest adding this feature after booking .,28 October 2023
"Warm comfortable busWarm comfortable bus. On time despite traffic. Only downfall, no toilet paper or soap in the toilet on board",29 October 2023
Bus 3/4 hours late arriving at Oxford…Bus 3/4 hours late arriving at Oxford Bus Station. Actual journey fine smooth and good driver. Bus Stop for set down in Southampton on very busy road away from centre with nowhere to park and so extremely difficult place to park and pick up from!!! Especially when bus 1 hour late by then! And dark of course.I would not take this Megabus journey again although seasoned Megabus traveler.Need to arrange better set down area in Southampton.,03 November 2023
Poor control on passengersThere is no control over the passengers. Some were drinking alcohol indide the bus and making noise. Didnt leave on time. Baggage issues.,05 November 2023
"I couldn't change my ticket and didn't use it very disposedI hope you can refund me the money or otherwise let me reboot my my tickets, I couldn't make it because of the mistake I made I tried to contact you. There is no answer.",03 November 2023
Great serviceGreat service  I've always found it reliable and at an affordable price.,01 November 2023
"there has not been a good wifi service…there has not been a good wifi service with Mega bus over 5 times I have used this bus for my trip ,pls u need to do some thing about it",06 November 2023
Quick and comfortable!,03 November 2023
"Don’t trust the timingsAn hour late to our destination and 1.5 hours late to home a few days later. I booked train tickets to go home from the coach station and ensured enough time (45 mins). I understand that the roads can be busy but if that’s the case for both of our journeys, can the timings be reviewed and corrected to prevent mishaps with additional travel arrangements please? Also, neither bus had wifi but they were comfortable and clean",01 November 2023
"Bad service every timeBad service every time, always latte",03 November 2023
"I purchased round-trip bus tickets for travelI purchased round-trip bus tickets for a journey from Birmingham to Cambridge on November 3rd. The departure went smoothly with the bus arriving on time, and the boarding location was easy to find.However, the return journey presented some challenges. It was quite difficult to locate the designated waiting area, and to add to the inconvenience, the bus was delayed by over 20 minutes. Due to our uncertainty about the accuracy of the waiting area, I was constantly anxious during the wait, worrying that I might miss the bus because I wasn't at the correct location. Moreover, the return trip was scheduled for 9:00 PM, and it was impossible to reach the company's customer service for reassurance. Finding an alternative mode of transportation at that time of night was exceptionally challenging.Additionally, I was unsure about how to ascertain the reason for the bus delay, and I had no way to confirm whether the bus had been delayed due to unforeseen circumstances.As a result, the overall experience on the return journey was less than satisfactory.",03 November 2023
Very inconsiderate driverVery inconsiderate driver. Selfish and heartless.,29 October 2023
"Never againMyself and my son waiting for a bus scheduled for 0020 down to Heathrow from Birmingham...Still no sign of it at 0050. I find the emergency number....guy on the phone says its at least 90 minutes late, with no guarantee if it will turn up at all! As I have a scheduled flight to Toronto at  0800, I have  to make alternative arrangements as I could be waiting for a bus that may not show up at all and miss my flight! Contacted Megabus for a refund and they refused. Never will use them again...I'll pay extra for National Express.Update...in response to your response, I was told when I called that the bus had broken down....it was nothing to do with congestion. No....I will not be using again",28 October 2023
Prompt departure and safe arrival,05 November 2023
Elaine brown from hull.Brillant  great drivers & really prompt. To get to we’re your going.     Clean & comfortable coaches.  Elaine brown from hull,17 September 2023
Thanks for your work.,04 November 2023
was made very welcome by the bus driver,31 October 2023
Comfortable and convenient travel,21 October 2023
One hour and half delayed.,29 October 2023
SATISFACTORY,05 November 2023
My trip was cancelled without any…My trip was cancelled without any information. I Miss my shift because of it. I felt so bad. ButMy money was refunded without much delay. This is commendable.Thanks,05 November 2023
"Journey from Manchester to LiverpoolHi,The bus from Manchester to Liverpool was 2 hours late. So, I couldn't attend my function on that date. I had trust on the time management of the Megabus that's why I booked the ticket on the Megabus.I am very disappointed.Thank youM",02 November 2023
Thank you for your lovely service,06 November 2023
I think the service is efficient and…I think the service is efficient and cost effective and it's very handy having a toilet in board and usb ports.My only gripe would be that reservation for seats at additional cost  are being double booked on some occasions and simply not regulated by drivers on others and this does cause some unnecessary stress.I hav been traveling with an autistic child and finding that other people have also booked our reserved seats or are sitting in them already and won't move. This creates anxiety for me personally when booking.,28 October 2023
"Brilliant driverWhilst on the bus, 4 men tried to get on, there was trouble with their tickets, not entirely sure of the story but the driver had to refuse entry. This led to the driver getting a lot of verbal abuse from these men and also they started getting physical, kicking the bus etc. Felt awful for the driver but as the only two passengers, two females in their twenties, we felt unable to step in. Driver made us feel comfortable and safe the whole time and checked on us afterwards. He dealt with it like a pro. I feel this driver needs recognition for his service. Cannot thank him enough. He was driving the 3.30am bus from Cardiff to Birmingham on 29/10/23. Other than the driver, the bus was comfortable and journey was smooth, thank you.",29 October 2023
Excellent service,07 October 2023
Great serviceGreat service - was a little late but not a problem for the cost and comfort.,04 November 2023
Excellent service…I had a very great experience from Heathrow to Liverpool on the 04 November 2023. The bus was on time. The driver was very kind to us. When the other driver had to take over along the way he told us before that his colleague will be taking over as he's finished. I had a very heavy suitecase. The driver assisted me by putting it in the bus I was soo greatful. Thank you megabus for the great service🙏.,04 November 2023
"Good & comfortable journeyOntime, Comfortable seats",28 October 2023
big delay and almost no place to sit,29 October 2023
Would be lovely to take dogs with youWould be lovely to take dogs with you.  I phoned up and ask if we can take my assistant dog and that you say yesWe did this for over a yeah. Then you got a new bus driver and he said NO.  Now your saying its only if you have a blind dog not a assistant dog. What's the difference,03 November 2023
Good experienceIt’s comfortable journey.,29 October 2023
Great serviceNice modern bus with charging facilities,05 November 2023
"Very prompt departureWas a good trip, we were delayed due to weather, but the trip was smooth. The driver was helpful and friendly.",02 November 2023
"The best serviceVery Quick, comfortable smooth,  and clean.Drivers was very polite and helpful.",03 November 2023
Traveled down to London 4th November…Traveled down to London 4th November from Sheffield on the 2:30 journey and coach as 2 hours late into london Victoria as bus driver toll a wrong then and was driving all over London trying to find his was to Victoria missing out Finchley Road as he was that late as soon as he dropped us all of he went stright out to start his next run worst journey I’ve ever and on megabus only positive was the working WiFi and chargers which I rarely get,04 November 2023
Great great,05 November 2023
Was later so this made me miss my…Was later so this made me miss my connecting train which I’d booked for half hour later with enough travelling time between,27 October 2023
"When I traveled Bristol to London in that bus don't have phone charging availability, it needs to improveI have overall great experience",01 November 2023
It's a great experience riding with you,06 November 2023
"The bus left at the time specifiedThe bus left at the time specified, went where it was supposed to go, and was fairly pleasant. The drivers were professional .",02 November 2023
"The trip wasn’t a good experienceThe bus ac wasn’t working, so it was freezing the entire journey. The plugs for charging phones weren’t working either.",27 October 2023
Late arrivalBus was 30 mins late.Cancelled seat reservation.Disgusting toilet.Bus was replaced.,31 October 2023
Perfect ladyPerfect lady driver,05 November 2023
Good value for moneyBrilliant staff & comfy seats deffo ride with them again & good value for money (if you book enough in advance),30 October 2023
"Great Travelling ExperienceGreat Travelling Experience. The coach departed on time the whole journey was smooth and arrived at the destination, as scheduled. I would use Megabus UK again.",05 November 2023
Bournemouth to London Victoria cancelledBournemouth to London Victoria on the 6/11/2023 was cancelled no information received whatsoever. Customer service had no idea if there was a replacement coach. I had to spend an extra 60 pounds on a last minute tickets hope they will reimburse.,06 November 2023
"All ways in timeAll ways in time, very pleasant drivers excellent prices",24 October 2023
The bus was one hour late and reached…The bus was one hour late and reached the airport 2 hours late. It caused me a lot of stress and anxiety as I almost missed the flight.,27 October 2023
They are very helpfulThey are very helpful. I have missed my bus and they let me go on another bus without any extra charges 😀,27 October 2023
"ExcellentExcellent value for money, comfortable for the journey. Much preferred to going on the train.",28 October 2023
"Very poor serviceVery poor service, I was at the bus station, and I was ask to ho and clarify my ticket and come back, b4 I could get there ,they close the gate and I couldn't travel with the bus",28 October 2023
"Very disappointedVery disappointed, the Bus left late as the tickets were scanned incorrectly so people who had been let onto the bus were not given a seat.",05 November 2023
"Good bus but need a bit of improvementNo toilet paper, very bad timing in case of emergency or breakdown!",28 October 2023
HigeneLots of rubbish in our jurney back. Bags wasnt changed and it didnt feel well.,26 October 2023
It was safe and a comfortable trip,05 November 2023
First time using this service and would…First time using this service and would use again.,26 October 2023
"4 hour journeyTook me 4 hours to get from Manchester to Birmingham. When we were 30 mins to destination, driver changed, waited for another 40 minutes to set off.The journey time does not reflect on the website.",01 November 2023
"The bus arrived late,there was a lot of…The bus arrived late,there was a lot of rubbish around the seat, bus was cold.Arrived 45 minutes late.",03 November 2023
It’s was good experience!!It’s was good experience!!Just improved your stop description more in detail so service user won’t get confused at the stop,01 November 2023
The bus come to the station with one…The bus come to the station with one hour delay even though we arrived at scheduled time in destination. We didn’t receive any information about the delay and we even thought we lost the bus. The bus chairs really uncomfortable.,03 November 2023
"Value for moneyValue for money - 5 starsTraffic jams - uncontrollableBus temp at times cold - 3 starsBus driver taking wrong cut off on motorway - inexcusableNearly 2hrs late, just managed to catch flight - 3 starsApart from above all ok",04 November 2023
Good everything is fine,04 November 2023
"Yes it was ok,The journey was Ok, but very little or any communication, it was a straight journey with no pick up, so I suppose no communication was needed, yes very satisfied was use them again.",04 November 2023
Very swift journey leeds to london 4 hoursBus was on time clean and very friendly drivers,31 October 2023
"An easy, comfortable tripthe coach was on time, it was clean and the driver helpful.",01 November 2023
Toilet door was broken and very dirty…Toilet door was broken and very dirty the bus was dirty too very let down as was  not a nice at all,03 November 2023
wear thermalsThe bus was very cold and very smelly,31 October 2023
"Coach are not confortableCoach are not confortable, there was not heating, so from Hull to Manchester was not a pleasant trip.",30 October 2023
The toilet is so stinky and dirtyThe toilet is so stinky and dirty! I had migraine attack. I was seated downstairs.No proper stop for lunch. But we are delayed for more than an hour.,01 November 2023
Bus had a delay of 45 minutes,01 November 2023
2 hours late into Manchester2 hours late into ManchesterRubbish,01 November 2023
The bus was on time on departure and…The bus was on time on departure and arrived on time at destination. Driver was excellent👍👍👍👍👍,06 November 2023
Bus was on time and got me from…Bus was on time and got me from Birmingham to Heathrow on time. Enjoyable trip. No hiccups.,05 November 2023
Driver was on the phone almost whole journey from Reading (9:30am)  to London Victoria.  Driver must be Punjabi indian old gentleman with white beard and bald with a cap on. I felt really unsafe throuDriver was on the phone almost whole journey from Reading (9:30am)  to London Victoria.  Driver must be Punjabi indian old gentleman with white beard and bald with a cap on. I felt really unsafe throughout journey,03 November 2023
Travel with Megabus the best!Loved it. Awesome service. Affordable price.,03 November 2023
I made reservations for the 13th oct…I made reservations for the 13th oct 2023 and my trip was scheduled for 1:45am from Loughborough to London .I got there around 1:28am till 2:00am but the bus wasn’t available so I had to take an Uber to London from Loughborough else I was going to miss my flight to Doha which costed me about £200.I made complaints about that but nothing was done as I demand a refund back of the bus and my Uber trip to London.,13 October 2023
I don’t like the latenessI don’t like the lateness. It is economical and saves money.,31 October 2023
"The driver was nice,bus was comfy but…The driver was nice,bus was comfy but the toilet kept smelling all the way",05 November 2023
"Megabus was never on time on bothe legs…Megabus was never on time on bothe legs of the return trip, I missed my appointments on both sides of the trip.",02 November 2023
Bus came late again but journey  was…Bus came late again but journey  was satisfactory,04 November 2023
No Wi-Fi on the bus from Birmingham,03 November 2023
"Very very very disappointing ~ I…Very very very disappointing ~ I arrived the stance an hour earlier but still missed the 23:30 overnight bus from London to Glasgow due to the unclear instruction, M11 or M23 very confusing,  I saw about 10 people had similar situation. As a result, I needed to spend £55 to buy another bus ticket from another carrier or otherwise I'd have to stay overnight at the coach station.",01 November 2023
Bus was on time and comfortable,05 November 2023
There was a slight delay leaving…There was a slight delay leaving Bristol.,01 November 2023
